WH1,2023-03-03,FBA,ASIN Blacklist,Brand Blacklist,,Reorder Qty,Backorder,2023-03-03,Gustotrade,,3.18,,848,2801,2801,2801,,"$74,638","$28,041",38%,WH1,FBA,backorder,unipack,1.8,0.075,0.5,7,30,0,default,FBA-DTA,,Y,,0.33,3pl_fbaprep4u,3/3/2023 4:13:08,,20%,48%,,,,,,30,30,30,,,https://svc-reports.s3.amazonaws.com/python_po_files/2023/3/3/fba/PO_WH1_23-03-03_13-11-57_BUF_FBA.xlsx,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FBA Inbound Eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVC Purchase Decision,Ordering Notes,Supplier Code,SVC Notes1,SVC Notes2,SVC Outstanding Qty,SVC ToOrder Target,SVC Inventory Level,Supplier Stock Level,Supplier Backorder ETA,SVC Code,SVC Manual SKU Multiplier,SVC Formula SKU Multiplier,SVC Variation Multiplier,SVC Target AMZN Qty (pks),SVC Vendor Qty (eaches),SVC Vendor Qty (cases),SVC Final AMZN Qty (pks),SVC Tot Cost,SVC Tot Profit,MSKU,ASIN,UPC,Supplier SKU,Supplier Map Price,Adjusted Supplier Unit Price,Supplier Unit Price,UOM,Supplier Sold By Increments,Supplier Case Size,Supplier Notes,Supplier Item Description,Amazon Title,See Amazon Page,Supplier Sold By Increments.1,AMZ Multi Pack Qty,Keepa Ref Price V7 Fast Median,Keepa Ref Price V7 Slow Median,Total COGS $USD,Net Profit $USD,Net Margin %,Net RoI %,Best Seller Rank,SVC BSR Velocity Estimate,SVC Ref Price,Est. Sales / Month,Est. Share of Sales / Month,Est BSR All Sellers 30D Orders,Est BSR Share Sales 30D Orders,Est AUSV 30D Orders,"MAX(AW,AX)",FNSKU,Product Group,Prime Sellers in BuyBox Contention,Unit per Session Conversion % 90D,Supplier Shipping $USD,Ship To Amazon $USD,Ship To Amazon / unit $USD,Prep $USD,Amazon Required Prep,BuyBox Seller Type,Amazon sells at $USD,Lowest FBA New Price $USD,No# of sellers,Discount %,SVC ASIN Global BuyBox % 30D,Amazon Ever A Seller?,Buy Box Suppressed?,SVC Current listing FBA ASIN price,Potential SNL,Length and girth,Size Tier,"Shipping weight, lbs",Dim. Weight lbs,Package Height inches,Package Length inches,Package Width inches,Referral Fee $USD,S&L Fees,US Single Ful- fillment Fee $USD,Monthly Storage Fee $USD,Estimated upcoming FBA Fees,Total Amazon Fees $USD,Keepa Ref Price V7 Forecast,No Authorized ASIN,No Authorized Category,No Authorized Brand,Promo,Case Max Dimension,Brand,Case Weight lbs,Supplier Unit Price.1,UPC.1,ASIN.1,Product Type Name,Match Code,Supplier SKU Price Update Datetime,PC2 updated,SVC Order Price 7D,SVC Order Price 15D,SVC Order Price 30D,SVC Order Price 90D,SVC Order Price 180D,Realized Rate of Return (Margin) 360D,Supplier Qty Update Datetime,Total # Orders 7D-360D,PC2 Product not found on Amazon datetime,Global Voice of Customer NCX Rate,Global Voice of Customer NCX Orders,Clean UPC,Keepa UPC,Fixed Price,Limit Ceiling,Small & Light,Case UPC,Shelf Life,Category Code,Global Adj Refund Rate,FBA Inbound Performance,Meltable,Master Item SKU,Master Item ID,Profitable AUSV Rolling Max Waterfall,AUSV WMA 7D-360D,DG Classification,AUSV Rolling Max Waterfall,Keepa updated,Keepa Ref Price V7 Fast 0%,Keepa Ref Price V7 Fast 10%,Keepa Ref Price V7 Fast 20%,Keepa Ref Price V7 Fast 30%,Keepa Ref Price V7 Fast 40%,Keepa Ref Price V7 Fast 60%,Keepa Ref Price V7 Fast 70%,Keepa Ref Price V7 Fast 80%,Keepa Ref Price V7 Fast 90%,Keepa Ref Price V7 Fast 100%,Keepa Ref Price V7 Slow 0%,Keepa Ref Price V7 Slow 10%,Keepa Ref Price V7 Slow 20%,Keepa Ref Price V7 Slow 30%,Keepa Ref Price V7 Slow 40%,Keepa Ref Price V7 Slow 60%,Keepa Ref Price V7 Slow 70%,Keepa Ref Price V7 Slow 80%,Keepa Ref Price V7 Slow 90%,Keepa Ref Price V7 Slow 100%,Global ratings,Variation ratings,SVC Variation # of Reviews,SVC Total # of Reviews,Profitable AUSV WMA 7D-360D,Review Date,NS DTA Outstanding Requested Qty,Seasonal multiplier,Supplier Hazmat,Inbound Working qty,Shipped qty,Receiving qty,"Package weight, lbs",TMP2,TMP3,TMP4,TMP5,TMP6,TMP7,TMP8,Eligibility for FBA Program.,IneligibilityReason,Supplier In Stock Rate WMA 7_360,GPO - Dim. Comparison,Profitable orders ratio  waterfall 7_180,MSKU listing status,Adj Supplier Unit Price Min Margin 15%,ASIN Level Map Price,NS Outstanding Normal Requested Qty,NS Outstanding Normal Ordered Qty,NS Outstanding Normal Received Qty,NS Outstanding Backorder Requested Qty,NS Outstanding Backorder Ordered Qty,NS Outstanding Backorder Received Qty,Target Velocity,Target DOI,Outstanding DOI,Active DOI,DUR,Inventory Age,Hmargin_90_Waterfall_7_90,Shipments Receiving qty,Discontinued,BSR %,BSR % Type,Supplier Stock Level2,Small and Light: Referral Fee $USD,MOQ,Supplier Item Weight lbs,Supplier  LongSide inches,AMZN BB % Winner 0_30,AMZN BB % Winner 0_90,AMZN BB % Winner 0_3,BSR Drops 30D,BSR Drops 90D,BSR Drops 180D,SVC BSR Drops Velocity Estimate WMA 7_360,Is Redirected ASIN,Price Stability,Cost prep in Amazon,Cost prep SL in Amazon,Barcode instruction
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,0.55,0,0,0,0,$0,$0,B079YJNM3Z-WH1-000000,B079YJNM3Z,029757002464,BEN1042,,$131.30,$131.30,,1,1,,Bushnell 10x42mm Engage Black Roof Prism ED FMC UWB Box 6L,"Bushnell Engage EDX Binoculars, ED Prime Glass Binoculars with EXO Barrier Protection for Adults",https://www.amazon.com/dp/B079YJNM3Z?psc=1,1,1,$194.99,$195.00,$132.03,$39.78,20%,30%,207731.9,28.941095,$195.00,5015,130.788,"2,749",72,0,72,,Sports,6,,,$0.73,$0.73,$0.18,ConsultHelpDocuments,FBA,$261.05,$194.98,34,,,Y,N,,,40.394,UsLargeStandardSize,3.65,3.65,4.02,13.15,9.61,$15.60,$7.49,$7.28,$0.24,$7.38,$22.88,$195.31,,,,,,Bushnell,,$131.30,029757002464,B079YJNM3Z,BINOCULAR,0,12/16/2020 15:34,02/28/2023 09:00,,,,,,,,,,,,029757002464,029757002464,,,N,,,,,,N,SXU3GJSRRE,59557,0,0,,0,2023-03-03,$135.50,$186.39,$189.39,$194.99,$194.99,$195.58,$197.59,$201.75,$236.59,$274.79,$135.50,$184.00,$185.60,$194.99,$194.99,$196.18,$199.69,$209.88,$241.79,$281.54,166,91,36,77,0,01/30/2023 UTC,,,N,,,,2.712,,,,,,,,,N/A,,,,Inactive,$141.95,,,,,,,,0.00,,,,0,,,,N,0.0106,First group,-1,0.96,1,,,0%,0%,100%,41,111,197,12.11,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B00020XQ1S-WH1-000000,B00020XQ1S,797824100282,TMC10,,$6.19,$6.19,,1,1,,Trimax Deluxe Key Coupler/Door Latch Lock Fits Couplers W/Up To 3/4 Span,"Trimax TMC10 Coupler / Door Latch Lock (fits couplers to 3/4"" span) , Zinc",https://www.amazon.com/dp/B00020XQ1S?psc=1,1,1,$16.01,$16.01,$6.25,$3.38,21%,53%,109720.9,15.329772,$16.01,31,18.6,31,19,0,19,,Automotive Parts and Accessories,1,,,$0.06,$0.06,$0.18,,AM,$16.01,$16.01,60,,0%,Y,N,,Y,14.850,UsLargeStandardSize,0.65,0.17,1.30,5.63,3.31,$1.92,$2.94,$4.27,$0.01,$4.84,$6.19,$16.01,,,,,,Trimax,,$6.19,797824100282,B00020XQ1S,AUTO_ACCESSORY,0,12/16/2020 15:34,02/28/2023 08:59,,,,,,,,,,,,797824100282,797824100282,,,,,,,,,N,SEQQRT7RLU,297916,0,0,,0,2023-03-02,$14.37,$15.36,$16.01,$16.01,$16.01,$16.01,$16.01,$20.53,$22.26,$24.00,$13.95,$14.26,$16.01,$16.01,$16.01,$16.01,$16.01,$21.77,$22.26,$24.00,1129,1125,220,224,0,12/13/2022 UTC,,,N,,,,0.650,,,,,,,,,N/A,,,,Incomplete,$7.18,,,,,,,,0.00,,,,0,,,,N,0.0029,The best seller,-1,1.44,1,,,100%,78%,100%,67,146,240,11.2,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B0002YU18A-WH1-000001,B0002YU18A,024964208890,0530003,,$18.99,$18.99,,1,1,,Wagner Smart Roller,Wagner 284041 Paint Mate Plus Roller,https://www.amazon.com/dp/B0002YU18A?psc=1,1,1,$62.57,$62.57,$20.14,$20.31,32%,100%,400237.1,,$62.57,18,10.8,18,11,0,11,,Home Improvement,0,,,$1.15,$1.15,$0.18,ConsultHelpDocuments,MFN,,,1,,0%,Y,N,,,56.500,UsSmallOversize,5.75,5.75,3.00,35.50,7.50,$9.39,$11.83,$12.43,$0.25,$11.73,$21.82,$63.34,,,,,,Wagner Spraytech,,$18.99,024964208890,B0002YU18A,BUILDING_MATERIAL,0,05/18/2022 04:11,02/28/2023 08:59,,,,,,,12/28/2021 16:08,,,,,024964208890; 024964208890,115971244657; 024964208890; 024964158966,,,,,,,,,N,SE3G7QZHLW,398709,,0,,,2023-03-02,$47.70,$50.70,$53.07,$60.40,$62.57,$64.04,$64.51,$64.51,$64.52,$66.79,$43.99,$48.69,$50.70,$52.80,$60.90,$63.58,$64.51,$64.51,$64.51,$66.79,116,116,91,91,0,08/27/2021 UTC,,,N,,,,3.500,,,,,,,,,N/A,0.01,,,Incomplete,$30.04,,,,,,,,0.00,,,,0,,,,N,0.0156,Second Group,-1,1.8,1,3.6,35.5,0%,0%,0%,7,31,95,1.49,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,0,0,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B07PPDY9BN-WH1-000000,B07PPDY9BN,784644417034,APMO5400WR,$76.99,$53.75,$53.75,,1,1,,Audiopipe Mini ATV/UTV 4 Channel Class D Amplifier 200W Max,AUDIOPIPEMAP Audiopipe Mini ATV/UTV 4 Channel Class D Amplifier 200W Max,https://www.amazon.com/dp/B07PPDY9BN?psc=1,1,1,$119.48,$119.48,$53.87,$32.18,32%,60%,909098.9,,$99.42,1,0,1,0,0,0,B07PPDY9BN,Speakers,0,,,$0.12,$0.12,$0.00,ConsultHelpDocuments,MFN,,$76.99,1,,,Y,N,,N,17.880,UsLargeStandardSize,1.36,0.33,1.75,6.88,3.75,$7.95,$4.42,$5.40,$0.02,$5.40,$13.35,$119.48,,,,,,Audiopipe,,$53.75,784644417034,B07PPDY9BN,ELECTRONIC_COMPONENT_AMPLIFIER,0,12/19/2022 08:00,02/26/2023 08:37,,,,,,,12/19/2022 08:00,,,,,784644417034,784644417034; 689780997832,,,N,,,,,,N,SIFM8RTZIA,458834,0,0,,0,2023-03-02,$76.99,$82.46,$92.78,$119.44,$119.48,$119.48,$119.48,$119.48,$119.48,$119.48,$70.32,$76.84,$80.64,$119.32,$119.44,$119.48,$119.48,$119.48,$119.48,$119.48,1,1,0,0,0,,,,N,,,,1.360,,,,,,,,,N/A,0.04,,,Inactive,$0.00,$76.99,,,,,,0,0.00,,,,0,,,,N,0.0415,Third Group,0,0.96,1,2.8,9.5,0%,0%,0%,0,0,1,0,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,10,0,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B084Q9QY2G-WH1-000000,B084Q9QY2G,784644228616,AOCTHF8D4,$70.99,$39.99,$39.99,,1,1,,"Audiopipe 8"" Octagon Low Mid Frequency Speaker 800 Watts Max/400 Watts RMS Dual 4 Ohm","AUDIOPIPEMAP Audiopipe 8"" Octagon Speaker 800 Watts Max/400 Watts RMS Dual 4 Ohm",https://www.amazon.com/dp/B084Q9QY2G?psc=1,1,1,$66.06,$66.06,$40.98,$7.28,12%,18%,205456.9,,$63.15,16,9.6,16,10,2,10,B084Q9QY2G,CE,0,15%,,$0.99,$0.99,$0.00,ConsultHelpDocuments,MFN,,$65.00,12,,,Y,N,,,37.639,UsLargeStandardSize,10.85,2.98,4.65,9.45,9.45,$5.05,$9.73,$9.73,$0.20,$9.73,$14.78,$78.22,,,,,,Audiopipe,,$39.99,784644228616,B084Q9QY2G,SPEAKERS,0,03/03/2023 04:03,02/28/2023 08:57,,,,$55.27,$61.37,0.02,03/03/2023 04:18,44,,,,784644228616,784644228616,,,N,,,,0.174,,N,SC7J9POBLA,297818,0.3,0.222,,0.9,2023-03-02,$45.88,$52.79,$65.77,$65.77,$65.89,$66.06,$66.44,$69.68,$70.99,$71.55,$45.88,$53.79,$65.77,$65.80,$66.00,$66.37,$67.79,$70.77,$72.32,$83.97,11,11,3,3,0.0593,09/12/2022 UTC,,1.6,N,,,,10.847,,,,,,,,,N/A,1.00,,0.2143,Inactive,$0.00,$70.99,,,,,,,0.30,0,0,0,0,,-0.1131,,N,0.0116,Second Group,8,0.96,1,11.5,9.25,0%,0%,0%,7,27,44,2,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,5,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B000FFYLJQ-WH1-000000,B000FFYLJQ,024964167449,0513040,,$50.99,$50.99,,1,1,,Wagner Painteater Paint Remover,"Wagner Spraytech 0513040 PaintEater Electric Palm Grip Paint Removal Sanding Kit, Orbital Disc Sander",https://www.amazon.com/dp/B000FFYLJQ?psc=1,1,1,$90.86,$84.93,$51.75,$15.37,17%,30%,204230.3,,$87.90,25,15,25,15,6,15,X003AYRJOT,Home Improvement,0,,,$0.76,$0.76,$0.18,ConsultHelpDocuments,AM,$79.00,$79.00,11,,,Y,Y,,,40.039,UsLargeStandardSize,3.81,3.79,5.24,10.59,9.49,$13.18,$7.49,$7.28,$0.26,$7.43,$20.46,$83.05,,,,,,Wagner Spraytech,,$50.99,024964167449,B000FFYLJQ,SANDER,0,08/12/2022 12:06,02/28/2023 08:59,,,,,,,07/05/2022 09:16,1,,,,024964167449; 024964167449,024964167449,,,N,,,,0.000,,N,S4XCSAPJGF,297772,0.25,0.2,,0.25,2023-03-02,$65.00,$74.16,$79.00,$79.00,$83.74,$91.60,$93.10,$93.10,$94.04,$94.04,$63.99,$68.34,$76.00,$79.00,$79.00,$91.11,$93.10,$93.10,$94.04,$102.84,1237,1237,385,385,0.2,01/15/2023 UTC,,,N,,,,3.814,,,,,,,,,N/A,0.04,,,Inactive,$53.31,,,,,,,,0.25,0,0,0,0,,,,N,0.0068,First group,-1,1.8,1,3.8,10.5,62%,87%,0%,47,152,321,6.77,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B0002BSP3Q-WH1-000001,B0002BSP3Q,037103477286,ETA,,$1.00,$1.00,,1,1,,Weller Screwdriver Tip 1.6MM,"Weller ETA Soldering Tip, 1/16""[PRICE is per EACH]",https://www.amazon.com/dp/B0002BSP3Q?psc=1,1,1,$9.00,$9.00,$1.01,$3.39,38%,325%,111615,,$9.00,23,13.8,23,14,0,14,,Home Improvement,1,,,$0.01,$0.01,$0.03,,AM,$6.99,$9.24,19,,,Y,N,,Y,11.000,UsSmallStandardSize,0.09,0.03,0.28,6.18,2.13,$1.35,$3.22,$3.22,$0.00,$3.22,$4.57,$9.28,,,,,,Weller,,$1.00,037103477286,B0002BSP3Q,SCREWDRIVER,0,11/15/2020 04:08,02/28/2023 09:00,,,,,,,,,,,,037103472212; 037103477286,037103472212; 037103477286,,,,,,,,,N,SYIFDOB4S8,27990,0,0,,0,2023-03-03,$6.99,$6.99,$7.07,$7.80,$8.83,$9.21,$9.28,$9.32,$9.62,$11.27,$5.00,$6.99,$7.15,$8.00,$8.90,$9.22,$9.32,$9.32,$10.08,$11.77,100,100,44,44,0,01/14/2023 UTC,,0.82,N,,,,0.090,,,,,,,,,N/A,,,,Incomplete,$3.04,,,,,,,,0.00,,,,0,,,,N,0.0038,The best seller,-1,1.8,1,,,75%,87%,100%,52,135,207,10.15,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,0.15,0,0,0,0,$0,$0,B079YJNM41-WH1-000000,B079YJNM41,029757000699,BEN1250,,$231.82,$231.82,,1,1,,Bushnell 12x50mm Engage Black Roof Prism ED FMC UWB Box 6L,"Bushnell Engage EDX 12x50mm Binoculars, ED Prime Glass Binoculars with EXO Barrier Protection for Hunting and All Purpose Use",https://www.amazon.com/dp/B079YJNM41?psc=1,1,1,$324.99,$324.99,$232.19,$59.96,18%,26%,209877.3,28.941095,$324.99,5015,127.08,764,19,0,19,,Sports,3,,,$0.37,$0.37,$0.18,ConsultHelpDocuments,AM,$324.99,$324.49,33,,,Y,N,,N,32.046,UsLargeStandardSize,2.34,1.71,3.23,8.74,8.43,$26.00,$5.19,$6.60,$0.11,$6.83,$32.60,$328.57,,,,,,Bushnell,,$231.82,029757000699,B079YJNM41,BINOCULAR,0,12/16/2020 15:34,02/28/2023 08:59,,,,,,,,,,,,029757000699,029757000699,,,,,,,,,N,S3NDJMHSSG,60388,0,0,,0,2023-03-03,$324.99,$324.99,$324.99,$324.99,$324.99,$324.99,$332.01,$346.71,$356.74,$380.99,$289.24,$324.99,$324.99,$324.99,$324.99,$326.39,$332.01,$345.57,$363.42,$391.04,164,25,10,76,0,09/25/2022 UTC,,,N,,,,2.337,,,,,,,,,N/A,,,,Incomplete,$243.09,,,,,,,,0.00,,,,0,,,,N,0.0106,First group,-1,0.96,1,,,84%,95%,100%,24,79,162,10.59,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,3,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B002DPHDF0-WH1-000000,B002DPHDF0,053522030260,403026,,$7.48,$7.48,,1,1,,Wesbar Low Profile Trailer Tail Light - Submersible - 8 Function - Incandescent - Driver Side,"Wesbar 403026 Waterproof Over 80"" Low Profile Trailer Light",https://www.amazon.com/dp/B002DPHDF0?psc=1,1,1,$21.38,$21.29,$7.65,$5.85,27%,75%,178188.9,13.432712,$21.34,25,15,25,15,0,15,,Automotive Parts and Accessories,0,61%,,$0.17,$0.17,$0.18,,MFN,$20.03,$20.03,58,,0%,Y,N,,N,23.622,UsLargeStandardSize,0.90,0.86,3.31,8.98,4.02,$2.56,$3.77,$5.06,$0.06,$5.32,$7.62,$21.93,,,,,,Wesbar,,$7.48,053522030260,B002DPHDF0,VEHICLE_LIGHT_ASSEMBLY,0,11/15/2020 04:08,02/28/2023 08:59,,,,,,,,1,,,,053522030260,782516468061; 755034043874; 182682510142; 053522030260; 172303123073; 894977905686; 317132920930; 014445663980; 033111133770; 611105002013,,,,,,,0.000,,N,SYN2MU3LX8,60395,0.0333,0.0005,,0.0333,2023-03-03,$18.60,$19.09,$19.73,$20.03,$20.96,$21.61,$21.68,$21.68,$21.83,$22.55,$18.60,$19.09,$19.80,$20.04,$20.57,$21.54,$21.68,$21.68,$21.83,$23.14,654,653,250,251,0.0005,09/28/2022 UTC,,2.4,N,,,,0.904,,,,,,,,,N/A,,,,Incomplete,$10.16,,,,,,,,0.03,0,0,0,0,,,,N,0.0068,First group,-1,1.44,1,,,40%,69%,0%,49,136,286,6.94,,Stable,,,RequiresFNSKULabel
,,WH1,,,1,1,1,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B01LELK5NA-WH1-000001,B01LELK5NA,69301489237840,CC1614,$0.00,$0.99,$0.99,,1,1,,CRIMP CAPS 14-16GA. 100 PACK XSCORPION,"XScorpion CC1614 Closed End Crimp Cap Gauge Wire Connector Terminal 100/Bag, Clear",https://www.amazon.com/dp/B01LELK5NA?psc=1,1,1,$5.22,$5.84,$1.01,$0.92,18%,88%,273036.4,,$5.22,10,4,10,4,0,4,B01LELK5NA,Wireless,3,2%,,$0.02,$0.02,$0.03,ConsultHelpDocuments,AM,$6.29,$6.29,18,,54%,Y,N,5.22,Y,19.448,UsSmallStandardSize,0.10,0.14,0.47,8.50,5.00,$0.78,$2.47,$3.28,$0.01,$3.43,$3.25,$6.14,,,,,,Xscorpion,,$0.99,69301489237840,B01LELK5NA,ELECTRONIC_COMPONENT_TERMINAL,0,03/03/2023 04:03,02/28/2023 08:58,,$4.19,$4.19,$3.93,$3.93,,03/03/2023 04:19,2,,0.00%,0,6930148923784; 69301489237840,,,,Y,,,,0.000,,N,SE1K53QCY2,3057990,0,0.03,,0.0333,2023-03-03,$3.64,$3.66,$3.98,$4.18,$5.22,$6.35,$6.72,$8.23,$8.70,$8.70,$3.64,$3.66,$4.02,$4.28,$5.22,$6.61,$7.12,$8.49,$8.70,$8.70,15,15,5,5,0,06/19/2021 UTC,,0.82,N,,,,0.099,,,,,,,,,N/A,0.68,,0,Active,$1.13,,,,,,,,0.03,0,33,33,33,53,-0.0142,,N,0.0097,First group,100,1.8,1,0.1,6,19%,38%,33%,4,4,5,0.59,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B004I9ZZOA-WH1-000000,B004I9ZZOA,783192024091,5085313,,$35.08,$35.08,,1,1,,Tekonsha Breakaway Sys for 1 to 3 Axle Trailers Electric Brakes Includes Battery Box 5 Amp Battery,"Tekonsha 50-85-313 Shur-Set III Breakaway System with LED Test Meter, Battery, Breakaway Switch and Charger - Black",https://www.amazon.com/dp/B004I9ZZOA?psc=1,1,1,$66.25,$65.00,$35.68,$14.20,22%,40%,128634.1,23.263904,$65.63,26,15.6,26,16,0,16,,Automotive Parts and Accessories,1,,,$0.60,$0.60,$0.18,,AM,$63.75,$74.71,5,,0%,Y,N,,,33.730,UsLargeStandardSize,4.45,2.49,4.88,10.67,6.65,$7.88,$7.65,$7.59,$0.20,$7.63,$15.47,$72.49,,,,,,Tekonsha,,$35.08,783192024091,B004I9ZZOA,AUTO_ACCESSORY,0,11/15/2020 04:08,02/28/2023 09:00,,,,,,,,,,,,783192024091,783192024091,,,,,,,,,N,SKKC3F6ZTQ,60994,,0,,,2023-03-03,$44.99,$54.98,$63.75,$63.75,$64.54,$72.53,$78.01,$84.58,$84.99,$86.97,$32.99,$48.38,$59.67,$63.75,$63.75,$70.36,$76.55,$84.17,$84.99,$86.97,295,295,67,67,0,11/07/2022 UTC,,,N,,,,4.449,,,,,,,,,N/A,,,,Incomplete,$39.54,,,,,,,,0.00,,,,0,,,,N,0.0031,The best seller,-1,1.44,1,,,65%,48%,100%,86,155,299,12.94,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B00TJGP42U-WH1-000000,B00TJGP42U,874688006636,BT16632,,$1.00,$1.00,,1,1,,Bracketron TekGrip power dock,"Bracketron TekGrip 12V Power Dock Mount Phone Holder Two Charging Ports Hands Free iPhone X 8 Plus 7 SE 6s 6 Samsung Galaxy S9 S8 S7 S6 Note Google Pixel 2 XL LG Nexus Sony Nokia BT1-663-2, Black",https://www.amazon.com/dp/B00TJGP42U?psc=1,1,1,$26.62,$26.08,$1.31,$14.13,56%,947%,164013.4,,$25.15,23,13.8,23,14,0,14,,Wireless,1,1%,,$0.31,$0.31,$0.18,ConsultHelpDocuments,AM,$29.58,$25.49,12,,,Y,N,,Y,28.662,UsLargeStandardSize,1.55,1.55,4.96,8.50,5.12,$3.77,$4.68,$5.71,$0.10,$6.37,$9.48,$25.79,,,,,,Bracketron,,$1.00,874688006636,B00TJGP42U,ELECTRONIC_DEVICE_DOCKING_STATION,0,11/15/2020 04:08,02/28/2023 09:00,,,,,,,,1,,,,874688006636,631058321993; 874688006636,,,,,,,0.000,,N,S0WKVIKZ30,59798,0,0.0018,,0.0333,2023-03-03,$15.42,$22.29,$25.04,$25.49,$25.51,$26.64,$27.22,$29.30,$29.55,$29.58,$15.42,$18.70,$21.93,$25.49,$25.49,$26.63,$26.66,$29.12,$29.55,$29.58,62,62,28,28,0,07/06/2022 UTC,,,N,,,,0.600,,,,,,,,,N/A,,,0,Incomplete,$11.40,$24.99,,,,,,,0.00,0,0,0,0,,,,N,0.0095,First group,-1,1.8,1,,,83%,94%,100%,2,15,28,1.2,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,16,,"99,999",,2,1.00,0.00,0.99,0,0,0,0,$0,$0,B000AMC5WY-WH1-000000,B000AMC5WY,089301761872,F276187,,$10.09,$10.09,,1,1,,Mr Heater Propane or Natural Gas 3/8 Inch Quick Connector Full Flow Male Plug,"Mr. Heater F276187 Propane/Natural Gas Connector Kit 3/8 Male Pipe Thread x 3/8"" Female Pipe Thread,Brass,Regular",https://www.amazon.com/dp/B000AMC5WY?psc=1,1,1,$21.50,$21.50,$10.17,$3.63,17%,35%,254144.3,69.950034,$21.50,48,28.8,48,29,0,29,,Home,0,40%,,$0.08,$0.08,$0.18,ConsultHelpDocuments,MFN,$21.76,,11,,0%,Y,Y,,N,18.230,UsLargeStandardSize,0.57,0.38,2.40,5.47,3.98,$3.23,$2.94,$4.27,$0.03,$4.84,$7.50,$23.02,,,,,,Mr. Heater,,$10.09,089301761872,B000AMC5WY,HOSE_PIPE_FITTING,0,04/25/2021 21:20,04/21/2021 23:27,,,,,,,,9,,0.00%,0,089301761872,700115542623; 758710427975; 728639275438; 077344752643; 089301761872; 796084340711; 732233462316,,,N,,,,0.222,,N,STAR18XN8Z,46916,0.6462,0.0066,,0.6462,2023-03-03,$19.95,$20.42,$20.99,$21.03,$21.30,$21.79,$21.88,$22.01,$22.97,$23.51,$15.99,$19.91,$20.65,$20.99,$21.29,$21.79,$21.87,$22.01,$22.96,$23.51,313,311,174,176,0.0066,06/14/2022 UTC,,,N,,,,0.571,,,,,,,,,N/A,,,,Inactive,$10.51,,,,,,,,0.65,0,0,0,0,,,,Y,0.0085,First group,-1,1.8,1,,,76%,82%,100%,31,116,250,4.89,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,0.00,0,0,0,0,$0,$0,B00EQGFAHC-WH1-000000,B00EQGFAHC,089301737556,F273755,,$5.05,$5.05,,1,1,,Mr Heater 1/4 Inch Male Pipe Thread x 1 Inch-20 Male Throwaway Cylinder Thread,Mr. Heater F273755 Fitting 1/4 Mlx1 Ml,https://www.amazon.com/dp/B00EQGFAHC?psc=1,1,1,$14.28,$14.16,$5.14,$2.48,17%,47%,1063763,24.631591,$14.22,1,0.6,0,0,0,0,,Sports,0,,,$0.09,$0.09,$0.18,ConsultHelpDocuments,MFN,,,20,,0%,Y,N,,Y,20.000,UsLargeStandardSize,0.43,0.43,2.00,6.00,5.00,$2.13,$2.77,$4.27,$0.03,$4.63,$6.40,$14.37,,,,,,Mr. Heater,,$5.05,089301737556,B00EQGFAHC,HOSE_PIPE_FITTING,0,12/16/2020 15:33,02/26/2023 08:39,,,,,,,,,,,,089301737556,089301737556,,,,,,,,,N,SBW4LXCJMA,135092,0,0,,0,2023-03-02,$11.39,$11.49,$12.01,$13.54,$14.05,$14.37,$14.37,$14.45,$14.68,$14.68,$11.16,$11.46,$11.49,$11.76,$13.54,$14.37,$14.37,$14.43,$14.68,$14.68,0,0,0,0,0,,,,N,,,,0.300,,,,,,,,,N/A,,,,Incomplete,$5.42,,,,,,,,0.00,,,,0,,,,N,0.0322,Third Group,-1,1.8,1,,,0%,0%,0%,0,4,5,0.26,,Stable,,,RequiresFNSKULabel
