WH1,2023-03-03,FBA,ASIN Blacklist,Brand Blacklist,,Reorder Qty,Backorder,2023-03-03,Gustotrade,,3.18,,848,2801,2801,2801,,"$74,638","$28,041",38%,WH1,FBA,backorder,unipack,1.8,0.075,0.5,7,30,0,default,FBA-DTA,,Y,,0.33,3pl_fbaprep4u,3/3/2023 4:13:08,,20%,48%,,,,,,30,30,30,,,https://svc-reports.s3.amazonaws.com/python_po_files/2023/3/3/fba/PO_WH1_23-03-03_13-11-57_BUF_FBA.xlsx,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FBA Inbound Eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVC Purchase Decision,Ordering Notes,Supplier Code,SVC Notes1,SVC Notes2,SVC Outstanding Qty,SVC ToOrder Target,SVC Inventory Level,Supplier Stock Level,Supplier Backorder ETA,SVC Code,SVC Manual SKU Multiplier,SVC Formula SKU Multiplier,SVC Variation Multiplier,SVC Target AMZN Qty (pks),SVC Vendor Qty (eaches),SVC Vendor Qty (cases),SVC Final AMZN Qty (pks),SVC Tot Cost,SVC Tot Profit,MSKU,ASIN,UPC,Supplier SKU,Supplier Map Price,Adjusted Supplier Unit Price,Supplier Unit Price,UOM,Supplier Sold By Increments,Supplier Case Size,Supplier Notes,Supplier Item Description,Amazon Title,See Amazon Page,Supplier Sold By Increments.1,AMZ Multi Pack Qty,Keepa Ref Price V7 Fast Median,Keepa Ref Price V7 Slow Median,Total COGS $USD,Net Profit $USD,Net Margin %,Net RoI %,Best Seller Rank,SVC BSR Velocity Estimate,SVC Ref Price,Est. Sales / Month,Est. Share of Sales / Month,Est BSR All Sellers 30D Orders,Est BSR Share Sales 30D Orders,Est AUSV 30D Orders,"MAX(AW,AX)",FNSKU,Product Group,Prime Sellers in BuyBox Contention,Unit per Session Conversion % 90D,Supplier Shipping $USD,Ship To Amazon $USD,Ship To Amazon / unit $USD,Prep $USD,Amazon Required Prep,BuyBox Seller Type,Amazon sells at $USD,Lowest FBA New Price $USD,No# of sellers,Discount %,SVC ASIN Global BuyBox % 30D,Amazon Ever A Seller?,Buy Box Suppressed?,SVC Current listing FBA ASIN price,Potential SNL,Length and girth,Size Tier,"Shipping weight, lbs",Dim. Weight lbs,Package Height inches,Package Length inches,Package Width inches,Referral Fee $USD,S&L Fees,US Single Ful- fillment Fee $USD,Monthly Storage Fee $USD,Estimated upcoming FBA Fees,Total Amazon Fees $USD,Keepa Ref Price V7 Forecast,No Authorized ASIN,No Authorized Category,No Authorized Brand,Promo,Case Max Dimension,Brand,Case Weight lbs,Supplier Unit Price.1,UPC.1,ASIN.1,Product Type Name,Match Code,Supplier SKU Price Update Datetime,PC2 updated,SVC Order Price 7D,SVC Order Price 15D,SVC Order Price 30D,SVC Order Price 90D,SVC Order Price 180D,Realized Rate of Return (Margin) 360D,Supplier Qty Update Datetime,Total # Orders 7D-360D,PC2 Product not found on Amazon datetime,Global Voice of Customer NCX Rate,Global Voice of Customer NCX Orders,Clean UPC,Keepa UPC,Fixed Price,Limit Ceiling,Small & Light,Case UPC,Shelf Life,Category Code,Global Adj Refund Rate,FBA Inbound Performance,Meltable,Master Item SKU,Master Item ID,Profitable AUSV Rolling Max Waterfall,AUSV WMA 7D-360D,DG Classification,AUSV Rolling Max Waterfall,Keepa updated,Keepa Ref Price V7 Fast 0%,Keepa Ref Price V7 Fast 10%,Keepa Ref Price V7 Fast 20%,Keepa Ref Price V7 Fast 30%,Keepa Ref Price V7 Fast 40%,Keepa Ref Price V7 Fast 60%,Keepa Ref Price V7 Fast 70%,Keepa Ref Price V7 Fast 80%,Keepa Ref Price V7 Fast 90%,Keepa Ref Price V7 Fast 100%,Keepa Ref Price V7 Slow 0%,Keepa Ref Price V7 Slow 10%,Keepa Ref Price V7 Slow 20%,Keepa Ref Price V7 Slow 30%,Keepa Ref Price V7 Slow 40%,Keepa Ref Price V7 Slow 60%,Keepa Ref Price V7 Slow 70%,Keepa Ref Price V7 Slow 80%,Keepa Ref Price V7 Slow 90%,Keepa Ref Price V7 Slow 100%,Global ratings,Variation ratings,SVC Variation # of Reviews,SVC Total # of Reviews,Profitable AUSV WMA 7D-360D,Review Date,NS DTA Outstanding Requested Qty,Seasonal multiplier,Supplier Hazmat,Inbound Working qty,Shipped qty,Receiving qty,"Package weight, lbs",TMP2,TMP3,TMP4,TMP5,TMP6,TMP7,TMP8,Eligibility for FBA Program.,IneligibilityReason,Supplier In Stock Rate WMA 7_360,GPO - Dim. Comparison,Profitable orders ratio  waterfall 7_180,MSKU listing status,Adj Supplier Unit Price Min Margin 15%,ASIN Level Map Price,NS Outstanding Normal Requested Qty,NS Outstanding Normal Ordered Qty,NS Outstanding Normal Received Qty,NS Outstanding Backorder Requested Qty,NS Outstanding Backorder Ordered Qty,NS Outstanding Backorder Received Qty,Target Velocity,Target DOI,Outstanding DOI,Active DOI,DUR,Inventory Age,Hmargin_90_Waterfall_7_90,Shipments Receiving qty,Discontinued,BSR %,BSR % Type,Supplier Stock Level2,Small and Light: Referral Fee $USD,MOQ,Supplier Item Weight lbs,Supplier  LongSide inches,AMZN BB % Winner 0_30,AMZN BB % Winner 0_90,AMZN BB % Winner 0_3,BSR Drops 30D,BSR Drops 90D,BSR Drops 180D,SVC BSR Drops Velocity Estimate WMA 7_360,Is Redirected ASIN,Price Stability,Cost prep in Amazon,Cost prep SL in Amazon,Barcode instruction
,,WH1,,,6,4,0,"99,999",,2,1.00,1.30,0.01,6,6,6,6,$54,$14,B000X241PU-WH1-000000,B000X241PU,4013288099440,05073421001,,$8.99,$8.99,,1,1,,"Wera Rapidaptor Short Universal 1/4"" Bit Holder","Wera 2"" Rapidaptor Universal Bit Holder",https://www.amazon.com/dp/B000X241PU?psc=1,1,1,$18.47,$18.47,$9.02,$2.42,13%,26%,17624.3,,$18.21,466,217.4666667,5,2,4,4,X003KWSKV7,Home Improvement,2,,,$0.03,$0.03,$0.18,ConsultHelpDocuments,FBA,,$18.49,3,,6%,Y,N,,N,13.937,UsLargeStandardSize,0.13,0.13,1.02,6.06,2.91,$2.73,$3.86,$3.86,$0.01,$3.86,$6.59,$18.47,,,,,,Wera,,$8.99,4013288099440,B000X241PU,FASTENER_DRIVE_BIT,0,10/07/2022 07:12,02/28/2023 08:58,,$18.16,$18.16,$18.03,$18.03,,10/04/2022 07:31,3,,,,4013288099440; 40132880994400,,,,N,,,,0.000,,N,S1XQVYIY8Z,2100715,0.3,0.1258,,0.3,2023-03-02,$15.00,$15.76,$17.63,$17.91,$18.31,$18.48,$18.49,$18.49,$18.49,$18.50,$15.00,$15.72,$16.63,$17.80,$18.26,$18.49,$18.49,$18.49,$18.76,$20.26,6059,62,27,866,0.1258,12/05/2022 UTC,,,N,,,8,0.022,,,,,,,,,N/A,0.05,,1,Active,$8.68,,,,,,,,0.13,72,51,0,-21,,0.1109,8,N,0.0007,The best seller,106,1.8,1,0.3,9.5,0%,0%,0%,59,195,400,18.19,,Stable,,,RequiresFNSKULabel
,,WH1,,,6,4,0,"99,999",,2,1.00,1.30,0.01,6,6,6,6,$54,$14,B000X241PU-WH1-000001,B000X241PU,40132880994400,05073421001,$0.00,$8.99,$8.99,,1,1,,"Wera Rapidaptor Short Universal 1/4"" Bit Holder","Wera 2"" Rapidaptor Universal Bit Holder",https://www.amazon.com/dp/B000X241PU?psc=1,1,1,$18.47,$18.47,$9.02,$2.42,13%,26%,17624.3,,$18.21,466,217.4666667,5,2,4,4,X003OWM8WZ,Home Improvement,2,,,$0.03,$0.03,$0.18,ConsultHelpDocuments,FBA,,$18.49,3,,6%,Y,N,,N,13.937,UsLargeStandardSize,0.13,0.13,1.02,6.06,2.91,$2.73,$3.86,$3.86,$0.01,$3.86,$6.59,$18.47,,,,,,Wera,,$8.99,40132880994400,B000X241PU,FASTENER_DRIVE_BIT,0,03/03/2023 04:03,02/28/2023 08:58,,$18.16,$18.16,$18.03,$18.03,,03/03/2023 04:19,3,,,,4013288099440; 40132880994400,,,,N,,,,0.000,,N,SB4JXSSS1W,3058147,0.3,0.1258,,0.3,2023-03-02,$15.00,$15.76,$17.63,$17.91,$18.31,$18.48,$18.49,$18.49,$18.49,$18.50,$15.00,$15.72,$16.63,$17.80,$18.26,$18.49,$18.49,$18.49,$18.76,$20.26,6059,62,27,866,0.1258,12/05/2022 UTC,,,N,,,8,0.022,,,,,,,,,N/A,0.16,,1,Inactive,$8.68,,,,,,,,0.13,72,51,0,-21,,0.1109,8,N,0.0007,The best seller,0,1.8,1,0.3,9.5,0%,0%,0%,59,195,400,18.19,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,0,0,"99,999",,2,1.00,1.30,1.00,0,0,0,0,$0,$0,B016YOO53S-WH1-000000,B016YOO53S,784644744925,ATMSHI8,$0.00,$4.99,$4.99,,1,1,,"Nippon 8"" Tambourine","Musical Tambourine 8"" Reflective Percussion Double Row Jingles Wood Hand Held",https://www.amazon.com/dp/B016YOO53S?psc=1,1,1,$16.00,$16.00,$5.31,$2.55,16%,48%,59771.1,,$16.00,27,16.2,27,16,0,16,B016YOO53S,Musical Instruments,0,1%,,$0.32,$0.32,$0.00,ConsultHelpDocuments,MFN,,$16.00,8,,,Y,N,,Y,32.500,UsLargeStandardSize,1.58,1.58,2.40,10.90,8.40,$2.40,$4.68,$5.69,$0.11,$5.69,$8.09,$19.19,,,,,,Nippon Power,,$4.99,784644744925,B016YOO53S,INSTRUMENT_PARTS_AND_ACCESSORIES,0,03/03/2023 04:03,02/28/2023 08:56,,,,,,-0.01,03/03/2023 04:18,2,,,,784644744925,784644744925,,,N,,,,0.000,,N,SDHDTMHAVA,296706,0,0.0082,,0.0667,2023-03-02,$11.63,$13.83,$14.40,$14.40,$14.76,$16.00,$16.00,$16.00,$16.04,$16.04,$11.63,$12.99,$13.57,$14.40,$14.60,$16.00,$16.00,$16.00,$16.04,$16.64,64,64,23,23,0,06/07/2021 UTC,,,N,,,,0.489,,,,,,,,,N/A,1.00,,,Inactive,$0.00,,,,,,,,0.01,0,0,0,0,,,,N,0.0265,Third Group,100,1.8,1,0.55,8,0%,0%,0%,1,1,1,0.04,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,12,0,"99,999",,2,1.00,1.29,0.13,40,40,40,40,$760,$198,B000F5CRL0-WH1-000000,B000F5CRL0,038739530413,SP2203H,$0.00,$18.99,$18.99,,1,1,,MAGLITE LED 2-Cell AA Mini Flashlight Red,"Maglite Mini LED 2-Cell AA Flashlight with Holster, Red",https://www.amazon.com/dp/B000F5CRL0?psc=1,1,1,$32.99,$32.99,$19.05,$4.95,15%,26%,39018.7,,$32.99,292,116.8,38,15,6,15,B000F5CRL0,Home Improvement,3,,,$0.06,$0.06,$0.00,,FBA,,$32.99,19,,,Y,N,,N,19.214,UsSmallStandardSize,0.38,0.29,1.14,8.27,4.33,$4.95,$2.77,$4.03,$0.02,$3.58,$8.98,$40.42,,,,,,MagLite,,$18.99,038739530413,B000F5CRL0,TOOLS,0,03/03/2023 04:03,02/28/2023 08:56,,,,,,,03/03/2023 04:18,14,,,,038739530413,807034903006; 809390020052; 807320403319; 540202750896; 700736537596; 809190594746; 066847070811; 776192449339; 751738705520; 038739530413; 971498971304; 013161057899,,,N,,,,0.000,,N,SNXL8EFNPO,28053,0.4571,0.1945,,0.4571,2023-03-03,$26.54,$32.29,$32.99,$32.99,$32.99,$32.99,$32.99,$32.99,$34.53,$36.91,$26.54,$29.82,$31.94,$32.99,$32.99,$32.99,$32.99,$32.99,$34.15,$49.32,4923,633,261,2409,0.1945,01/15/2023 UTC,,,N,,,,0.375,,,,,,,,,N/A,0.00,,,Inactive,$0.00,,,,,,,,0.46,61,0,0,-61,,,,N,0.0012,The best seller,0,1.8,1,0.5,11,0%,0%,0%,70,207,449,15.24,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,1.29,0.02,0,0,0,0,$0,$0,B00162NWL0-WH1-000000,B00162NWL0,672352619218,FSN21,,$11.10,$11.10,,1,1,,Bulldog Belt and clip ambi holster w/clam shell packaging,Bulldog Cases Belt and Clip Ambi Holster (Fits Most Ruger Mark Style Auto's with 5-Inch - 6 7/8-Inch Barrels,https://www.amazon.com/dp/B00162NWL0?psc=1,1,1,$21.99,$21.99,$11.25,$2.97,13%,26%,58945,37.956715,$21.99,161,96.6,3,2,0,2,,Sports,1,,,$0.15,$0.15,$0.18,,MFN,$20.87,$23.50,13,,,Y,N,,N,26.400,UsLargeStandardSize,0.74,0.74,1.50,11.80,5.80,$3.30,$2.94,$4.27,$0.05,$4.84,$7.57,$25.32,,,,,,Bulldog Cases,,$11.10,672352619218,B00162NWL0,GUN_HOLSTER,0,06/08/2022 23:02,02/28/2023 08:59,,,,,,,05/25/2022 05:06,,,,,672352619218,672352619218,,,N,,,,,,N,SXPCB79SHR,59856,0,0,,0,2023-03-03,$14.99,$19.95,$20.36,$21.99,$21.99,$23.79,$25.05,$25.46,$25.71,$26.21,$14.99,$19.95,$19.95,$21.99,$21.99,$22.59,$24.88,$25.46,$25.65,$26.21,1743,31,18,951,0,02/04/2023 UTC,,,N,,,,0.500,,,,,,,,,N/A,0.01,,,Inactive,$10.79,,,,,,,,0.00,,,,0,,,,N,0.0017,The best seller,-1,1.8,1,0.5,11.75,0%,0%,0%,43,131,220,9.07,,Stable,,,MustProvideSellerSKU
,,WH1,,,4,5,,"99,999",,2,1.00,1.28,1.00,2,2,2,2,$27,$13,B01MAYUE4V-WH1-000000,B01MAYUE4V,815592020899,GTX525,$0.00,$13.35,$13.35,,1,1,,"Blaupunkt 5.25"" 4-Way Coaxial Speaker 300W Max","Blaupunkt 5.25-Inch 300W 4-Way Coaxial Car Audio Speaker, Set of 2",https://www.amazon.com/dp/B01MAYUE4V?psc=1,1,1,$29.99,$31.22,$13.80,$6.45,21%,47%,175031.9,,$29.99,19,11.4,19,11,8,11,B01MAYUE4V,Wireless,0,0%,,$0.45,$0.45,$0.00,ConsultHelpDocuments,FBA,,$29.99,1,,,Y,N,,,32.690,UsLargeStandardSize,3.09,1.96,3.11,13.39,6.54,$2.40,$7.33,$7.28,$0.13,$7.20,$9.68,$29.90,,,,,,BLAUPUNKT,,$13.35,815592020899,B01MAYUE4V,SPEAKERS,0,03/03/2023 04:03,02/28/2023 08:57,,,,,,0.18,03/03/2023 04:18,1,,,,815592020899,815592020899,,,N,,,,0.000,,N,SXYTQMJMH7,295752,0.25,0.25,,0.25,2023-03-02,$19.94,$19.94,$19.94,$19.94,$29.90,$29.99,$29.99,$29.99,$29.99,$29.99,$19.94,$20.72,$21.93,$22.94,$29.94,$32.99,$35.62,$36.43,$37.24,$49.99,316,316,60,60,0.25,10/03/2022 UTC,6,,N,,,,3.091,,,,,,,,,N/A,0.00,,,Inactive,$0.00,,,,,,,0,0.25,40,17,0,-23,,,,N,0.0082,First group,0,0.96,1,3.4,13.25,0%,0%,0%,22,60,104,34.68,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,1,,"99,999",,2,1.00,1.28,0.30,3,3,3,3,$39,$9,B00IVEIB0S-WH1-000000,B00IVEIB0S,806576222101,CS5768CX,$0.00,$13.00,$13.00,,1,1,,"Crunch 5x7""-6x8"" Coaxial Speaker 250w Max","Crunch CS5768CX CS Series Speakers (5"" x 7""/6"" x 8"", Coaxial, 250 Watts max)",https://www.amazon.com/dp/B00IVEIB0S?psc=1,1,1,$26.50,$26.24,$13.65,$3.04,12%,22%,94468,,$26.37,24,8.64,7,3,2,3,,Car Audio or Theater,4,,,$0.65,$0.65,$0.18,ConsultHelpDocuments,MFN,,$26.50,10,,8%,Y,N,,,39.600,UsLargeStandardSize,3.35,3.25,3.60,12.80,9.80,$2.11,$7.33,$7.28,$0.22,$7.28,$9.39,$25.99,,,,,,Crunch,,$13.00,806576222101,B00IVEIB0S,SPEAKERS,0,03/03/2023 04:03,02/28/2023 08:57,,,,,,,03/03/2023 04:18,1,,,,806576222101,806576222101,,,,,,,0.000,,N,SJEFMCPVJA,247456,0.0357,0.0575,,0.0357,2023-03-03,$22.86,$23.94,$23.96,$24.87,$25.83,$26.50,$26.52,$26.98,$27.95,$32.34,$20.99,$23.64,$23.95,$24.11,$25.44,$26.50,$26.51,$26.98,$27.97,$32.34,199,59,22,73,0.0575,02/22/2023 UTC,,1.6,N,,,,3.350,,,,,,,,,N/A,0.45,,,Incomplete,$12.19,,,,,,,,0.06,35,0,0,-35,,,,N,0.0037,First group,0,0.96,1,3.4,12.75,0%,4%,0%,28,60,119,6.11,,Stable,,,MustProvideSellerSKU
,,WH1,,,8,3,4,"99,999",,2,1.00,1.28,1.00,2,2,2,2,$20,$9,B015OURZLM-WH1-000000,B015OURZLM,784644750285,MRE1343RT,$0.00,$9.89,$9.89,,1,1,,"Nippon Retractable TV Wall mount 13""-43""",Nippon America Full Motion Adjustable Flat Screen Panel Television TV Wall Mount,https://www.amazon.com/dp/B015OURZLM?psc=1,1,1,$23.90,$23.90,$10.12,$4.68,19%,46%,,,$24.61,,0,0,0,1,1,B015OURZLM,CE,1,1%,,$0.23,$0.23,$0.00,ConsultHelpDocuments,MFN,,$24.70,9,,80%,Y,N,24.61,N,23.340,UsLargeStandardSize,2.45,0.69,2.28,7.52,5.63,$3.69,$6.10,$6.10,$0.05,$6.10,$9.79,$24.46,,,,,,Nippon America,,$9.89,784644750285,B015OURZLM,FLAT_SCREEN_DISPLAY_MOUNT,0,03/03/2023 04:03,02/28/2023 08:55,,,$23.19,$23.19,$19.81,-0.01,03/03/2023 04:18,16,,,,784644750285,784644750285,,,N,,,,0.000,,N,SIEBGQNHFI,60816,0.1158,0.0433,,0.2,2023-03-03,$17.42,$18.84,$20.30,$22.96,$23.90,$24.82,$26.46,$26.87,$34.78,$37.91,$14.52,$17.06,$18.90,$19.98,$23.45,$24.63,$26.42,$26.85,$34.56,$37.91,7,7,1,1,0.0344,07/22/2020 UTC,5,,N,,,0,2.449,,,,,,,,,N/A,0.78,,1,Active,$0.00,,,,,,,,0.04,162,176,92,14,21,0.1311,,N,,,23,1.8,1,2.5,7.5,0%,0%,0%,,,,,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,5,0,"99,999",,2,1.00,1.27,1.00,15,15,15,15,$315,$102,B07231FB9F-WH1-000000,B07231FB9F,047323807008,PC807B,$0.00,$20.99,$20.99,,1,1,,GPX Personal Portable CD/MP3 Player with AntiSkip & Pro Stereo Earbuds - Black/Gray,"GPX PC807B Personal Portable MP3/CD Player with Anti-Skip Protection with Stereo Earbuds, Black/Gray",https://www.amazon.com/dp/B07231FB9F?psc=1,1,1,$34.98,$34.98,$21.11,$6.82,19%,32%,113552.3,,$34.98,23,13.8,23,14,3,14,B07231FB9F,CE,1,3%,,$0.12,$0.12,$0.00,ConsultHelpDocuments,FBA,,$34.99,4,,69%,Y,N,,N,27.000,UsLargeStandardSize,0.58,0.58,1.10,9.60,7.60,$2.80,$2.94,$4.24,$0.04,$4.24,$7.04,$34.99,,,,,,GPX,,$20.99,047323807008,B07231FB9F,MP3_PLAYER,0,12/27/2022 14:00,02/28/2023 08:58,,,$34.70,$33.10,$33.10,,12/27/2022 14:00,3,,,,047323807008,047323807008,,,N,,,,0.000,,N,SQ95IRER8G,3013661,0.1667,0.0938,,0.1667,2023-03-02,$28.04,$31.56,$34.62,$34.92,$34.98,$34.99,$35.09,$35.09,$37.17,$50.75,$28.04,$29.04,$33.87,$34.73,$34.98,$35.01,$35.09,$37.06,$40.28,$50.75,835,835,548,548,0.0938,06/20/2022 UTC,,1,N,,,,0.549,,,,,,,,,N/A,0.12,,1,Inactive,$0.00,,,,,,,,0.17,60,0,0,-60,,0.18305,,N,0.0061,First group,0,0.96,1,0.6,8.5,0%,0%,0%,17,59,129,3.37,,Stable,,,MustProvideSellerSKU
,,WH1,,,3,7,3,"99,999",,2,1.00,1.26,1.00,20,20,20,20,$468,$149,B085RMFJMJ-WH1-000001,B085RMFJMJ,784644229118,ATQ1550,,$23.39,$23.39,,1,1,,"Audiopipe 1"" aluminum titanium tweeter 200W Max 4Ohm Sold each","Audiopipe ATQ-1551 1"" 200W 4 Ohm Aluminum Titanium Car Audio Bullet Tweeter",https://www.amazon.com/dp/B085RMFJMJ?psc=1,1,1,$43.55,$43.52,$23.49,$7.45,19%,31%,235394,,$39.70,35,11.88,35,12,3,12,,Sports,0,2%,,$0.10,$0.10,$0.18,ConsultHelpDocuments,MFN,,,13,,55%,Y,Y,52.11,N,16.940,UsLargeStandardSize,1.21,0.29,3.27,3.78,3.31,$3.18,$5.40,$5.40,$0.00,$5.40,$8.58,$43.20,,,,,,Audiopipe,,$23.39,784644229118,B085RMFJMJ,SPEAKERS,0,11/15/2020 04:07,04/29/2021 03:46,$43.38,$43.38,$40.63,$39.70,$38.31,,,8,,,,784644229118; 784644229118,784644229118,,,,,,,0.000,,N,S00K0H6Y6O,295388,0.2286,0.1011,,0.2286,2023-03-03,$35.99,$35.99,$35.99,$39.73,$43.38,$43.55,$43.55,$43.55,$43.66,$44.45,$35.99,$35.99,$35.99,$36.47,$42.15,$43.55,$43.55,$43.55,$43.66,$44.52,5,5,0,0,0.1011,,,,N,,,,1.210,,,,,,,,,N/A,,,1,Incomplete,$24.88,$35.99,,,,,,,0.23,70,13,13,-57,,0.1724,,N,0.0066,First group,-1,0.96,1,,,0%,0%,0%,4,7,10,0.66,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,0,,"99,999",,2,1.00,0.41,0.00,0,0,0,0,$0,$0,B01IZXKG0C-WH1-000000,B01IZXKG0C,784644616970,PS025BK,$61.99,$41.48,$41.48,,1,1,,Audiopipe 25Ft 0Gauge Primary Cable Black,NIPPON Audiopipe 25Ft 0Gauge Primary Cable Black,https://www.amazon.com/dp/B01IZXKG0C?psc=1,1,1,$74.24,$74.24,$42.09,$10.43,15%,25%,,,$71.76,,0,0,0,0,0,,Speakers,0,,,$0.61,$0.61,$0.18,ConsultHelpDocuments,MFN,,,20,,,Y,N,,,33.000,UsLargeStandardSize,5.90,2.12,6.00,7.00,7.00,$10.76,$8.13,$8.22,$0.14,$8.45,$18.98,$74.24,,,,,,Nippon Power,,$41.48,784644616970,B01IZXKG0C,ELECTRONIC_WIRE,0,03/03/2023 04:03,02/28/2023 08:56,,,,,,,03/03/2023 04:18,,,,,784644616970,163120510979; 784644616970,,,,,,,,,N,S44A8CORYV,59275,0,0,,0,2023-03-03,$68.67,$71.41,$71.98,$73.67,$74.24,$74.40,$75.05,$75.37,$75.85,$99.04,$59.96,$69.53,$71.41,$71.69,$73.67,$74.29,$74.96,$75.37,$75.85,$99.04,1,0,0,1,0,07/31/2013 UTC,,,N,,,,5.900,,,,,,,,,N/A,0.80,,,Incomplete,$41.22,$61.99,,,,,,,0.00,,,,0,,,,N,,,1,1.8,1,5.85,7,0%,0%,0%,,,,,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,3,,"99,999",,2,1.00,1.25,1.00,9,9,9,9,$49,$42,B000K8MUWI-WH1-000000,B000K8MUWI,068888702492,RPB825,$0.00,$5.45,$5.45,,1,1,,WIRE PYRAMID 8 GAUGE PRO- MAX 25 FT. SPOOL BLACK,"Pyramid RPB825 Ground Wire 8-Gauge, 25 Feet, Flexible, OFC Cable Wire, Translucent (Black)",https://www.amazon.com/dp/B000K8MUWI?psc=1,1,1,$17.52,$16.88,$5.53,$4.63,27%,81%,,,$17.20,,0,0,0,1,1,X002UFBE13,Car Audio or Theater,0,1%,,$0.08,$0.08,$0.18,,FBA,$11.88,$14.72,1,,,Y,N,,Y,18.100,UsLargeStandardSize,0.65,0.29,1.70,4.90,4.90,$2.58,$4.24,$4.27,$0.02,$4.84,$6.85,$14.62,,,,,,Pyle,,$5.45,068888702492,B000K8MUWI,ELECTRONIC_WIRE,0,03/03/2023 04:03,02/28/2023 08:55,,,,,$14.23,,03/03/2023 04:19,3,,0.00%,0,068888702492,068888702492; 163120513314; 100177377742; 151903167373,,,N,,,,0.000,,N,SDWKTKOO2K,59391,0.25,0.0625,,0.25,2023-03-03,$12.06,$12.12,$13.42,$14.90,$16.29,$20.35,$21.04,$21.99,$23.65,$32.17,$10.22,$10.41,$12.19,$12.97,$14.89,$19.13,$20.87,$21.95,$23.56,$32.17,153,153,101,101,0.0417,06/29/2021 UTC,,,N,,,,0.650,,,,,,,,,N/A,0.00,,0.6667,Inactive,$7.51,,,,,,,,0.06,96,0,0,-96,,,,N,,,0,1.8,1,2,5,0%,0%,0%,,,,,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,0,,"99,999",,2,1.00,1.24,1.00,0,0,0,0,$0,$0,B079HFVKTF-WH1-000000,B079HFVKTF,806576228134,MM20204,,$59.63,$59.63,,1,1,,Autotek Mean Machine Amplifier 2000 Watts 4 Channel,"Autotek MM2020.4 Mean Machine Series Bridgeable Car Audio Amplifier – 4 Channel, Class A/B, 2000 Watt, Bass Boost, Marine Grade Protection Amp",https://www.amazon.com/dp/B079HFVKTF?psc=1,1,1,$108.73,$108.73,$60.96,$25.80,24%,42%,142172.7,,$108.73,20,12,20,12,0,12,,BISS Basic,0,0%,,$1.33,$1.33,$0.18,ConsultHelpDocuments,MFN,$73.42,$99.99,6,,,Y,N,,,49.842,UsLargeStandardSize,7.86,6.22,4.06,17.87,11.93,$13.05,$8.77,$8.54,$0.42,$8.73,$21.59,$110.79,,,,,,Autotek,,$59.63,806576228134,B079HFVKTF,ELECTRONIC_COMPONENT_AMPLIFIER,0,10/03/2022 12:07,02/28/2023 08:58,,,,,,,09/12/2022 17:04,,,,,806576228134,806576228134,,,,,,,,,N,S8HUSU7IQR,246266,0,0,,0,2023-03-03,$70.71,$88.55,$99.98,$106.98,$108.73,$109.80,$112.68,$112.93,$112.93,$112.93,$69.30,$76.48,$89.65,$100.86,$106.98,$109.37,$112.44,$112.92,$112.93,$112.93,126,126,9,9,0,03/19/2022 UTC,,,N,,,,7.859,,,,,,,,,N/A,0.08,,,Incomplete,$69.33,,,,,,,,0.00,,,,0,,,,N,0.0081,First group,0,1.44,1,7.9,18,0%,0%,0%,5,24,80,2.8,,Stable,,,MustProvideSellerSKU
